,Index,Cities,Recipient Name,Lat,Lon,Long Description,Value,YEAR,Donor Agency,duplicate_project,City
69,523.0,Jérémie,Haiti,18.6445835,-74.1139182,Promoting agroecology in grassroots church communities in the Diocese of Jérémie,0.000153,2022.0,BMZ,no,Jérémie
70,534.0,Potosí,Bolivia,-20.666667,-66.666667,"Promoting food sovereignty and ensuring healthy nutrition in the departments of Chuquisaca and Potosí, Bolivia",0.0008775,2022.0,BMZ,no,Potosí
71,548.0,Aleppo,Syria,36.19924,37.1637253,Psychosocial stabilisation and resilience building for children and young people in Aleppo and Hama,0.0,2022.0,BMZ,no,Aleppo
72,559.0,Pesqueira,Brazil,-8.3574471,-36.6968238,Enhancing sustainable rural development and civic participation of small scale agrarian households in Pesqueira,0.0006515,2022.0,BMZ,no,Pesqueira
73,567.0,Montero,Bolivia,-17.3420202,-63.2557687,Strengthening citizen participation in the municipality of Montero in Bolivia,0.0011225,2022.0,BMZ,no,Montero
74,569.0,Lahore,Pakistan,31.5656822,74.3141829,"Vocational training for young people from humble backgrounds in the field of mechanics at the Technical Center in Lahore, Pakistan",0.00132,2022.0,BMZ,no,Lahore
75,592.0,Mutare,Zimbabwe,-19.24886155,32.43774794553033,"Improving food and income security in the diocese of Mutare, Zimbabwe",0.000875,2022.0,BMZ,no,Mutare
76,598.0,Mexico City,Mexico,19.4326296,-99.1331785,Formalisation of skills training and establishment of a certification centre to improve the employability of marginalized youths in Mexico City,0.0,2022.0,BMZ,no,Mexico City
77,600.0,Palestine,Israel,,,"Research and documentation work on illegal settlement construction in the West Bank, Palestine",0.0,2023.0,BMZ,no,Palestine
78,614.0,Masvingo,Zimbabwe,-20.7453957,31.334138,"Promoting democratic participation and non-violent conflict transformation in the diocese of Masvingo, Zimbabwe",0.00116075,2022.0,BMZ,no,Masvingo
79,620.0,Tirana,Albania,41.3305141,19.825562857582966,Establishment of climate friendly schools in Tirana,0.000305035,2023.0,BMZ,no,Tirana
80,646.0,Kinshasa,Democratic Republic of the Congo,-4.3217055,15.3125974,Vocational training and promotion of small enterprises and income generation for adolescents in poor neighbourhoods of Kinshasa,0.000491,2022.0,BMZ,no,Kinshasa
81,647.0,Palestine,Palestinian Territory,31.462420950000002,34.262716572130714,"The aim of the program is to improve the employment situation in the Palestinian Territories quantitatively, qualitatively and institutionally/infrastructurally. To this end, the module finances strategic investments in the vocational training sector in Palestine via a vocational training fund in order to open up new income and employment prospects, especially for young people. The aim is to improve the ability of Palestinian graduates to connect to the labor market through appropriate vocational training programs. The focus of the funding is on Palestinian institutions in the field of technical and vocational education and training that are explicitly geared to labor market-oriented employment promotion and are linked as directly as possible to the private sector. The fund is primarily used to finance better equipment and the modernization of existing public buildings and private vocational training institutions in the West Bank, East Jerusalem and the Gaza Strip. In justified individual cases, new buildings can also be financed. Œ ŒFurthermore, a new TVET  is to be established at the Nablus site as a unit of the Palestinian TVET Commission. Under the political control of the TVET Commission, the TVET  is to assume overarching and structural tasks in the sector that are necessary for a structured vocational education and training sector but have not been performed or have been performed only inadequately to date (""System Wide Services"", SWS). The targeted responsibilities of the TVET  include, for example: Teacher training, scientific monitoring of vocational training, quality assurance of training, involvement of the private sector, promotion of gender-equitable vocational training and inclusion, development, modernization and standardization of vocational training standards, and specifications for the creation of equal opportunities for vocational students. Œ",0.0,2022.0,BMZ,yes,Palestine
82,652.0,Berlin,"Developing countries, unspecified",,,Seminar for Rural Development at the Faculty of Life Sciences at the Humboldt  in Berlin (SLE),0.0,2022.0,BMZ,no,Berlin
83,662.0,Irbid,Jordan,32.5556091,35.8493023,"The King Abdallah Canal (KAC) carries water from the northern to the southern Jordan Valley, which is used for both drinking water supply and irrigation purposes. The advanced age and poor condition of the KAC, as well as unauthorized abstractions, contribute to significant water losses along the canal, while at the same time water in Jordan is becoming increasingly scarce and expensive new resources, mainly through the energy-intensive desalination of seawater and brackish water, must be developed to meet the country's water needs in the medium term. Œ ŒAgainst this background the project supports the rehabilitation of the northern section of the KAC over its full length (65km) and the procurement of complementary equipment for operation and maintenance. A parallel investment project of the European Investment Bank, on the other hand, focuses on the southern section of the KAC. Œ ŒThe objective of the FC project is to reduce water losses and to increase the amount of drinking water available for Irbid and Amman. This shall reduce the need for the costly and energy-intensive use of alternative resources and contribute to adaptation to climate change by protecting Jordan's scarce water resources. Œ ŒThe target group is, on the one hand, the population in the greater areas of Amman and Irbid, who benefit from a secure water supply. On the other hand, the public water utilities as well as the Water Authority Jordan (WAJ) benefit, since due to the additional water quantities from the KAC they can cover the drinking water supply more cost-effectively overall and require less desalinated water. Œ ŒThe project executing agency is the Jordan Valley Authority (JVA), which is subordinate to the Jordanian Ministry of Water and Irrigation (MWI).",0.0,2022.0,BMZ,yes,Irbid
84,670.0,Delhi,India ,,,"Empowerment of socially excluded Youth in Bihar, Uttar Pradesh and Delhi",0.000370035,2022.0,BMZ,no,Delhi
85,677.0,Hinche,Haiti,19.1445541,-72.0087527,"Agricultural project in the parishes of Maïssade, Trianon, Carissade and Mirebalais, Diocese of Hinche",0.0005450143,2022.0,BMZ,no,Hinche
86,690.0,Gokwe,Zimbabwe,-18.224982,28.953933,"Economic and social support for orphans, vulnerable children and young people as well as teaching life skills in the diocese of Gokwe, Zimbabwe",0.00124425,2022.0,BMZ,no,Gokwe
87,695.0,San Vicente,El Salvador,13.6433169,-88.7836392,Strengthening agro-ecological production and networking of small farming families in the diocese of San Vicente,0.0,2023.0,BMZ,no,San Vicente
88,703.0,Cusco,Peru,-13.5170887,-71.9785356,"Improving health and inclusive participation, Cusco, Peru",0.000225,2022.0,BMZ,no,Cusco
89,712.0,Kayes,Mali,13.8001844,-10.22455481493909,"Enjeu central ŒLa majorité des petits paysans maliens pratiquent des méthodes d'exploitation qui dégradent les ressources et subissent ainsi de plein fouet les effets négatifs du changement climatique. Des chocs externes supplémentaires, tels que la pandémie COVID 19 ou la chute des prix des produits d'exportation sur les marchés internationaux, soulignent les limites des méthodes de culture peu diversifiées. Œ ŒRésultats immédiats ŒLa durabilité et la résilience de l'agriculture à petite échelle dans l'agriculture pluviale, particulièrement touchée par le changement climatique, sont améliorées grâce à une utilisation agroécologique responsable des ressources et à une conservation des sols et de l'eau. Œ ŒPrincipaux extrants ŒUne stratégie de promotion intégrée des approches agro-écologiques et des mesures de conservation des sols et de l'eau (CTE), différentes formes adaptées de transfert de connaissances, un approvisionnement local en semences, en intrants biologiques et en équipement agricole, la réalisation de mesures d'investissement pour la CTE et pour d'autres mesures agro-écologiques, la production agricole s'oriente davantage vers des pratiques agro-écologiques. Œ ŒGroupe cible ŒLe groupe cible est constitué d'environ 1200 petites exploitations agricoles familiales et PME dans les régions de Kayes, Koulikoro et Sikasso. Les femmes et les jeunes doivent être particulièrement soutenus. Au total, environ 20.000 personnes bénéficieront directement des mesures au début. Œ ŒContribution à la mise en uvre nationale de l'Agenda 2030 ŒLe projet apporte une contribution essentielle à SDG 2 (Pas de faim), SDG 1 (Pas de pauvreté) de l'Agenda 2030. En outre, il contribue à SDG 5 (égalité des sexes) et à SDG 10 (moins d'inégalités). L'approche agro-écologique s'adresse également à SDG 12 (Consommation et production durables), à SDG 13 (Mesures de lutte contre le changement climatique) et à SDG 15 (Vivre à la campagne).",0.0101836651,2022.0,BMZ,yes,Kayes
